,Sample,Date,Time,Counted.by.,Site,Weather,DO..mg.L.,Saturation....,Temperature..â..C.,Volume.Filtered..ml.,Frames.counted,Volume.counted,Species,Classification,Cells.Counted,Cells.L
5710,NA,2018/12/26,13:39,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5711,NA,2018/12/28,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5712,NA,2018/12/31,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5713,1,2019/01/02,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5714,2,2019/01/02,16:21:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,2,100
5715,3,2019/01/03,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5716,5,2019/01/07,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5717,6,2019/01/08,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,4,200
5718,7,2019/01/09,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,2,100
5719,8,2019/01/10,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,2,100
5720,9,2019/01/11,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,3,150
5721,10,2019/01/11,12:24:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,2,100
5722,11,2019/01/14,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,3,150
5723,12,2019/01/15,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,4,200
5724,13,2019/01/16,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,2,100
5725,14,2019/01/17,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5726,17,2019/01/22,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,15,750
5727,18,2019/01/23,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,7,350
5728,19,2019/01/24,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,8,400
5729,21,2019/01/25,08:16:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5730,46,2019/02/05,16:26:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,2,100
5731,51,2019/02/11,09:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5732,54,2019/02/11,16:17:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5733,63,2019/02/12,08:00:00,Pertunia,Primary sump,,9.84,NA,11.8,NA,20,NA,Rhizosolenia sp.,Diatom,4,200
5734,64,2019/02/12,08:30:00,Pertunia,Sec Swirler,,8.74,NA,11.6,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5735,115,2019/02/13,23:28:00,Pertunia,Nursery,,8.68,86.8,15.8,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5736,164,2019/02/16,08:20:00,Pertunia,Primary sump,,9.16,84,11.7,NA,20,NA,Rhizosolenia sp.,Diatom,40,2000
5737,192,2019/02/18,02:00:00,Pertunia,Primary sump,,9.16,87.9,13.6,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5738,202,2019/02/18,09:50:00,Sarah,Primary sump,,9.31,NA,13.1,NA,20,NA,Rhizosolenia sp.,Diatom,6,300
5739,207,2019/02/18,14:00:00,Sarah,After Drumfilter,,9.98,96.6,13.8,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5740,228,2019/02/19,07:44:00,Lorna,Primary sump,,8.7,81,12.4,NA,20,NA,Rhizosolenia sp.,Diatom,2,100
5741,256,2019/02/20,09:05:00,Lorna,Primary sump,,9.72,93,12.4,NA,20,NA,Rhizosolenia sp.,Diatom,2,100
5742,271,2019/02/20,23:00:00,Pertunia,After Drumfilter,,8.04,78,14,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5743,374,2019/02/24,06:00:00,Pertunia,Primary sump,,9.41,90.2,13.3,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5744,393,2019/02/24,21:00:00,Pertunia,Primary sump,,8.74,87.1,15.8,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5745,395,2019/02/24,23:00:00,Pertunia,Primary sump,,9.87,90.4,15.9,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5746,400,2019/02/25,03:00:00,Pertunia,After Drumfilter,,7.36,71.6,14.3,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5747,572,2019/03/04,13:00:00,Pertunia,Primary sump,,9.4,96.3,16.6,NA,20,NA,Rhizosolenia sp.,Diatom,1,50
5748,1120,2019/04/03,14:00:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Rhizosolenia sp.,Diatom,1,250
5753,1186,2019/04/30,09:30:00,Pertunia,Primary sump,,8.62,88.1,13.7,NA,20,NA,Rhizosolenia sp.,Diatom,1,250
5755,1209,2019/06/26,08:00:00,Lorna,Primary sump,,,NA,13.6,NA,20,NA,Rhizosolenia sp.,Diatom,1,250
5804,1313,2019/11/20,15:00:00,Pertunia,Primary sump,,9.55,97.8,16.8,NA,20,NA,Rhizosolenia sp.,Diatom,12,3000
5893,178,2019/02/17,22:31:00,Pertunia,Broodstock,,,NA,NA,NA,20,NA,Scrippsiella trochoidea,Dinoflagellate,1,50
5894,185,2019/02/17,23:12:00,Pertunia,Amaza 5 settlement,,,NA,NA,NA,20,NA,Scrippsiella trochoidea,Dinoflagellate,3,150
5895,187,2019/02/18,01:00:00,Pertunia,After Drumfilter,,9.55,92.4,15.6,NA,20,NA,Scrippsiella trochoidea,Dinoflagellate,1,50
5896,193,2019/02/18,02:00:00,Pertunia,After Drumfilter,,8.13,79.6,14.7,NA,20,NA,Scrippsiella trochoidea,Dinoflagellate,2,100
5903,1313,2019/11/20,15:00:00,Pertunia,Primary sump,,9.55,97.8,16.8,NA,20,NA,Scrippsiella trochoidea,Dinoflagellate,3,750
5979,NA,2018/10/29,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Skeletonema sp.,Diatom,3,150
5980,NA,2018/10/30,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Skeletonema sp.,Diatom,40,2000
6045,NA,2018/11/01,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Thalassiosira sp,Diatom,28,1400
6070,1313,2019/11/20,15:00:00,Pertunia,Primary sump,,9.55,97.8,16.8,NA,20,NA,Thalassiosira sp,Diatom,66,16500
6107,196,2019/02/18,04:00:00,Pertunia,Primary sump,,9.5,89.5,13,NA,20,NA,Triceratium sp.,Diatom,2,100
6108,389,2019/02/24,17:00:00,Pertunia,Primary sump,,9.26,89.2,13.7,NA,20,NA,Triceratium sp.,Diatom,1,50
6109,400,2019/02/25,03:00:00,Pertunia,After Drumfilter,,7.36,71.6,14.3,NA,20,NA,Triceratium sp.,Diatom,1,50
6110,1194,2019/05/22,11:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Triceratium sp.,Diatom,2,500
6111,1196,2019/05/28,11:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Triceratium sp.,Diatom,1,250
6112,1197,2019/05/29,11:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Triceratium sp.,Diatom,1,250
6113,1198,2019/06/03,11:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Triceratium sp.,Diatom,1,250
6151,NA,2018/12/04,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,5,250
6152,NA,2018/12/12,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,2,100
6153,NA,2018/12/13,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,2,100
6154,NA,2018/12/14,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,1,50
6155,NA,2018/12/18,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,1,50
6156,NA,2018/12/19,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,2,100
6157,NA,2018/12/20,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,1,50
6158,NA,2018/12/20,14:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,1,50
6159,NA,2018/12/21,12:50,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,1,50
6160,NA,2018/12/22,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,1,50
6161,NA,2018/12/22,15:40,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,2,100
6162,NA,2018/12/23,15:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,1,50
6163,NA,2018/12/25,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,4,200
6164,NA,2018/12/25,13:41,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,2,100
6165,NA,2018/12/28,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Zigabikodinium denticulatum,Dinoflagellate,2,100
6169,2,2019/01/02,16:21:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Zigabikodinium sp.,Dinoflagellate,6,300
6170,3,2019/01/03,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Zigabikodinium sp.,Dinoflagellate,1,50
6171,8,2019/01/10,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Zigabikodinium sp.,Dinoflagellate,1,50
6172,11,2019/01/14,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Zigabikodinium sp.,Dinoflagellate,3,150
6173,12,2019/01/15,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Zigabikodinium sp.,Dinoflagellate,1,50
6174,14,2019/01/17,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Zigabikodinium sp.,Dinoflagellate,3,150
6175,16,2019/01/21,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Zigabikodinium sp.,Dinoflagellate,2,100
6,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Alexandrium sp.,Dinoflagellate,7,66.66666667
170,NA,2017/01/31,08:00,Lorna,Primary sump,Cloudy,,NA,19.1,5000,21,0.021,Ceratium dens,Dinoflagellate,9,85.71428571
171,NA,2017/02/01,08:00,Lorna,Primary sump,Clear,,NA,17.9,5000,21,0.021,Ceratium dens,Dinoflagellate,10,95.23809524
173,NA,2017/02/03,08:00,Lorna,Primary sump,Rainy,,NA,19.4,5000,21,0.021,Ceratium dens,Dinoflagellate,2,19.04761905
175,NA,2017/02/07,08:00,Lorna,Primary sump,Clear,,NA,17.2,5000,21,0.021,Ceratium dens,Dinoflagellate,2,19.04761905
177,NA,2017/02/09,08:00,Lorna,Primary sump,Cloudy,,NA,18.5,5000,21,0.021,Ceratium dens,Dinoflagellate,2,19.04761905
229,NA,2017/01/03,08:00,Lorna,Primary sump,Windy,,NA,17.5,5000,21,0.021,Ceratium furca,Dinoflagellate,7,66.66666667
233,NA,2017/01/09,08:00,Lorna,Primary sump,Sunny,,NA,13.1,5000,21,0.021,Ceratium furca,Dinoflagellate,4,38.0952381
236,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Ceratium furca,Dinoflagellate,21,200
237,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Ceratium furca,Dinoflagellate,17,161.9047619
238,NA,2017/01/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Ceratium furca,Dinoflagellate,166,1580.952381
240,NA,2017/01/18,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Ceratium furca,Dinoflagellate,24,228.5714286
244,NA,2017/01/31,08:00,Lorna,Primary sump,Cloudy,,NA,19.1,5000,21,0.021,Ceratium furca,Dinoflagellate,14,133.3333333
245,NA,2017/02/01,08:00,Lorna,Primary sump,Clear,,NA,17.9,5000,21,0.021,Ceratium furca,Dinoflagellate,17,161.9047619
247,NA,2017/02/03,08:00,Lorna,Primary sump,Rainy,,NA,19.4,5000,21,0.021,Ceratium furca,Dinoflagellate,2,19.04761905
249,NA,2017/02/07,08:00,Lorna,Primary sump,Clear,,NA,17.2,5000,21,0.021,Ceratium furca,Dinoflagellate,2,19.04761905
251,NA,2017/02/09,08:00,Lorna,Primary sump,Cloudy,,NA,18.5,5000,21,0.021,Ceratium furca,Dinoflagellate,45,428.5714286
252,NA,2017/02/10,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Ceratium furca,Dinoflagellate,7,66.66666667
255,NA,2017/02/15,08:00,Lorna,Primary sump,Clear,,NA,13.8,5000,21,0.021,Ceratium furca,Dinoflagellate,2,19.04761905
257,NA,2017/02/21,08:00,Lorna,Primary sump,Clear,,NA,NA,5000,21,0.021,Ceratium furca,Dinoflagellate,8,76.19047619
260,NA,2017/02/24,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Ceratium furca,Dinoflagellate,2,19.04761905
811,NA,2017/02/21,08:00,Lorna,Primary sump,Clear,,NA,NA,5000,21,0.021,Ceratium fusus,Dinoflagellate,6,57.14285714
1230,NA,2017/01/03,08:00,Lorna,Primary sump,Windy,,NA,17.5,5000,21,0.021,Ceratium tripos,Dinoflagellate,2,19.04761905
1232,NA,2017/01/09,08:00,Lorna,Primary sump,Sunny,,NA,13.1,5000,21,0.021,Ceratium tripos,Dinoflagellate,4,38.0952381
1234,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Ceratium tripos,Dinoflagellate,4,38.0952381
1235,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Ceratium tripos,Dinoflagellate,7,66.66666667
1237,NA,2017/01/18,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Ceratium tripos,Dinoflagellate,4,38.0952381
1239,NA,2017/01/31,08:00,Lorna,Primary sump,Cloudy,,NA,19.1,5000,21,0.021,Ceratium tripos,Dinoflagellate,3,28.57142857
1326,NA,2017/01/03,08:00,Lorna,Primary sump,Windy,,NA,17.5,5000,21,0.021,Chaetoceros sp.,Diatom,2,19.04761905
1329,NA,2017/01/09,08:00,Lorna,Primary sump,Sunny,,NA,13.1,5000,21,0.021,Chaetoceros sp.,Diatom,2,19.04761905
1332,NA,2017/01/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Chaetoceros sp.,Diatom,4,38.0952381
1334,NA,2017/01/18,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Chaetoceros sp.,Diatom,1,9.523809524
2402,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,304,2895.238095
2403,NA,2017/01/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,1319,12561.90476
2405,NA,2017/01/18,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,159,1514.285714
2409,NA,2017/01/31,08:00,Lorna,Primary sump,Cloudy,,NA,19.1,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,11,104.7619048
2410,NA,2017/02/01,08:00,Lorna,Primary sump,Clear,,NA,17.9,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,29,276.1904762
2412,NA,2017/02/03,08:00,Lorna,Primary sump,Rainy,,NA,19.4,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,4,38.0952381
2414,NA,2017/02/07,08:00,Lorna,Primary sump,Clear,,NA,17.2,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,3,28.57142857
2416,NA,2017/02/09,08:00,Lorna,Primary sump,Cloudy,,NA,18.5,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,32,304.7619048
2417,NA,2017/02/10,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,8,76.19047619
2420,NA,2017/02/15,08:00,Lorna,Primary sump,Clear,,NA,13.8,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,5,47.61904762
2423,NA,2017/02/21,08:00,Lorna,Primary sump,Clear,,NA,NA,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,30,285.7142857
2426,NA,2017/02/24,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Gonyaulax polygramma,Dinoflagellate,2,19.04761905
2723,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Gonyaulax spinifera,Dinoflagellate,4,38.0952381
2724,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Gonyaulax spinifera,Dinoflagellate,12,114.2857143
2725,NA,2017/01/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Gonyaulax spinifera,Dinoflagellate,21,200
2727,NA,2017/01/18,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Gonyaulax spinifera,Dinoflagellate,12,114.2857143
2777,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Karenia cristata,Dinoflagellate,12,114.2857143
3009,NA,2017/01/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Lingulodinium polyedra,Dinoflagellate,226,2152.380952
3011,NA,2017/01/18,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Lingulodinium polyedra,Dinoflagellate,29,276.1904762
4055,NA,2017/02/15,08:00,Lorna,Primary sump,Clear,,NA,13.8,5000,21,0.021,Prorocentrum micans,Dinoflagellate,4,38.0952381
4058,NA,2017/02/21,08:00,Lorna,Primary sump,Clear,,NA,NA,5000,21,0.021,Prorocentrum micans,Dinoflagellate,2,19.04761905
4347,NA,2017/01/03,08:00,Lorna,Primary sump,Windy,,NA,17.5,5000,21,0.021,Prorocentrum sigmoides,Dinoflagellate,2,19.04761905
4349,NA,2017/01/09,08:00,Lorna,Primary sump,Sunny,,NA,13.1,5000,21,0.021,Prorocentrum sigmoides,Dinoflagellate,1,9.523809524
4350,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Prorocentrum sigmoides,Dinoflagellate,4,38.0952381
4351,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Prorocentrum sigmoides,Dinoflagellate,4,38.0952381
4417,NA,2017/01/03,08:00,Lorna,Primary sump,Windy,,NA,17.5,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,5,47.61904762
4421,NA,2017/01/09,08:00,Lorna,Primary sump,Sunny,,NA,13.1,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,7,66.66666667
4424,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,14,133.3333333
4425,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,14,133.3333333
4426,NA,2017/01/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,394,3752.380952
4428,NA,2017/01/18,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,29,276.1904762
4432,NA,2017/01/31,08:00,Lorna,Primary sump,Cloudy,,NA,19.1,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,79,752.3809524
4433,NA,2017/02/01,08:00,Lorna,Primary sump,Clear,,NA,17.9,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,135,1285.714286
4435,NA,2017/02/03,08:00,Lorna,Primary sump,Rainy,,NA,19.4,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,8,76.19047619
4437,NA,2017/02/07,08:00,Lorna,Primary sump,Clear,,NA,17.2,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,7,66.66666667
4439,NA,2017/02/09,08:00,Lorna,Primary sump,Cloudy,,NA,18.5,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,57,542.8571429
4440,NA,2017/02/10,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,12,114.2857143
4443,NA,2017/02/15,08:00,Lorna,Primary sump,Clear,,NA,13.8,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,6,57.14285714
4447,NA,2017/02/21,08:00,Lorna,Primary sump,Clear,,NA,NA,5000,21,0.021,Protoperidinium conicum,Dinoflagellate,29,276.1904762
4872,NA,2017/01/03,08:00,Lorna,Primary sump,Windy,,NA,17.5,5000,21,0.021,Protoperidinium diabolum,Dinoflagellate,5,47.61904762
4876,NA,2017/01/09,08:00,Lorna,Primary sump,Sunny,,NA,13.1,5000,21,0.021,Protoperidinium diabolum,Dinoflagellate,4,38.0952381
4879,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Protoperidinium diabolum,Dinoflagellate,7,66.66666667
4881,NA,2017/01/18,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Protoperidinium diabolum,Dinoflagellate,4,38.0952381
4885,NA,2017/01/31,08:00,Lorna,Primary sump,Cloudy,,NA,19.1,5000,21,0.021,Protoperidinium diabolum,Dinoflagellate,4,38.0952381
4889,NA,2017/02/21,08:00,Lorna,Primary sump,Clear,,NA,NA,5000,21,0.021,Protoperidinium diabolum,Dinoflagellate,1,9.523809524
5259,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Protoperidinium oceanicum,Dinoflagellate,4,38.0952381
5260,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Protoperidinium oceanicum,Dinoflagellate,7,66.66666667
5261,NA,2017/01/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Protoperidinium oceanicum,Dinoflagellate,18,171.4285714
5263,NA,2017/01/31,08:00,Lorna,Primary sump,Cloudy,,NA,19.1,5000,21,0.021,Protoperidinium oceanicum,Dinoflagellate,2,19.04761905
5266,NA,2017/02/21,08:00,Lorna,Primary sump,Clear,,NA,NA,5000,21,0.021,Protoperidinium oceanicum,Dinoflagellate,4,38.0952381
5429,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Pseudo-nitzschia australis,Diatom,7,66.66666667
5430,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Pseudo-nitzschia australis,Diatom,7,66.66666667
5433,NA,2017/01/31,08:00,Lorna,Primary sump,Cloudy,,NA,19.1,5000,21,0.021,Pseudo-nitzschia australis,Diatom,2,19.04761905
5434,NA,2017/02/03,08:00,Lorna,Primary sump,Rainy,,NA,19.4,5000,21,0.021,Pseudo-nitzschia australis,Diatom,3,28.57142857
5592,NA,2017/01/03,08:00,Lorna,Primary sump,Windy,,NA,17.5,5000,21,0.021,Pyrophacus sp.,Dinoflagellate,4,38.0952381
5595,NA,2017/01/31,08:00,Lorna,Primary sump,Cloudy,,NA,19.1,5000,21,0.021,Pyrophacus sp.,Dinoflagellate,2,19.04761905
5597,NA,2017/02/07,08:00,Lorna,Primary sump,Clear,,NA,17.2,5000,21,0.021,Pyrophacus sp.,Dinoflagellate,2,19.04761905
5618,NA,2017/01/03,08:00,Lorna,Primary sump,Windy,,NA,17.5,5000,21,0.021,Rhizosolenia sp.,Diatom,3,28.57142857
5888,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Scrippsiella trochoidea,Dinoflagellate,4,38.0952381
5889,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Scrippsiella trochoidea,Dinoflagellate,14,133.3333333
5890,NA,2017/01/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Scrippsiella trochoidea,Dinoflagellate,19,180.952381
6144,NA,2017/01/09,08:00,Lorna,Primary sump,Sunny,,NA,13.1,5000,21,0.021,Zigabikodinium denticulatum,Dinoflagellate,3,28.57142857
6146,NA,2017/01/12,08:00,Lorna,Primary sump,Clear,,NA,12.5,5000,21,0.021,Zigabikodinium denticulatum,Dinoflagellate,10,95.23809524
6147,NA,2017/01/13,08:00,Lorna,Primary sump,Cloudy,,NA,15.1,5000,21,0.021,Zigabikodinium denticulatum,Dinoflagellate,13,123.8095238
6148,NA,2017/01/16,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Zigabikodinium denticulatum,Dinoflagellate,21,200
6149,NA,2017/01/18,08:00,Lorna,Primary sump,Sunny,,NA,NA,5000,21,0.021,Zigabikodinium denticulatum,Dinoflagellate,7,66.66666667
254,NA,2017/02/14,08:00,Lorna,Primary sump,Cloudy,,NA,15.9,5000,22,0.022,Ceratium furca,Dinoflagellate,12,109.0909091
2419,NA,2017/02/14,08:00,Lorna,Primary sump,Cloudy,,NA,15.9,5000,22,0.022,Gonyaulax polygramma,Dinoflagellate,59,536.3636364
4287,1205,2019/06/18,08:00:00,Pertunia,Primary sump,,,NA,15.7,NA,22,NA,Prorocentrum minimum,Dinoflagellate,22,5000
4442,NA,2017/02/14,08:00,Lorna,Primary sump,Cloudy,,NA,15.9,5000,22,0.022,Protoperidinium conicum,Dinoflagellate,14.6,132.7272727
4887,NA,2017/02/14,08:00,Lorna,Primary sump,Cloudy,,NA,15.9,5000,22,0.022,Protoperidinium diabolum,Dinoflagellate,2,18.18181818
5265,NA,2017/02/14,08:00,Lorna,Primary sump,Cloudy,,NA,15.9,5000,22,0.022,Protoperidinium oceanicum,Dinoflagellate,12,109.0909091
121,1298,2019/11/05,08:00:00,Kabelo,Primary sump,,,NA,NA,NA,23,NA,Bacillaria sp.,Diatom,3,652
1672,1298,2019/11/05,08:00:00,Kabelo,Primary sump,,,NA,NA,NA,23,NA,Chaetoceros sp.,Diatom,2,435
1914,1298,2019/11/05,08:00:00,Kabelo,Primary sump,,,NA,NA,NA,23,NA,Coscinodiscus granii,Diatom,1,217
2063,1298,2019/11/05,08:00:00,Kabelo,Primary sump,,,NA,NA,NA,23,NA,Dictyocha Sp.,Dictyochophyceae,1,217
2329,1298,2019/11/05,08:00:00,Kabelo,Primary sump,,,NA,NA,NA,23,NA,Ditylum bright-welli,Diatom,1,217
